tipo_cliente,total_servicos_cliente,valor_total_gasto,dias_desde_ultimo_servico,servicos_unicos_utilizados,idade_veiculo,HIST_LICENCIAMENTO,HIST_TRANSFERENCIA,HIST_VISTORIA,HIST_REVISTORIA,HIST_EMISSAO_APTVE,HIST_EMISSAO_CRLV,HIST_PLACA_CARRO,HIST_PLACA_MOTO,HIST_PLACA_REBOQUE,HIST_DESBLOQUEIOS,HIST_CONSULTA_TOTAL,HIST_DECLARACOES,target_service
Cliente Final,2,120.0,265,1,0,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,204,1,8,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Cliente Final,0,0.0,2163,0,4,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Parceiro,2,80.0,619,1,22,2,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Parceiro,1,100.0,802,1,12,0,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,3,180.0,261,2,1,2,1,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,6,300.0,57,2,20,5,1,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,1,100.0,384,1,7,0,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,0,0.0,1678,0,8,0,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,2,120.0,320,1,15,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,2,80.0,203,1,24,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,3,180.0,613,1,20,3,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,2,120.0,295,1,13,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,1346,0,12,0,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,1,60.0,528,1,3,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,519,1,5,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,540,1,18,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,1,40.0,305,1,13,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,1,40.0,597,1,19,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,3,180.0,218,2,18,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,4,160.0,279,1,4,4,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,543,1,5,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,2,140.0,128,2,10,1,1,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,2,120.0,330,1,6,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Parceiro,2,140.0,397,2,5,1,1,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,1,60.0,262,1,0,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,3,180.0,588,1,4,3,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,2,120.0,248,1,14,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,550,1,4,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,1,100.0,454,1,16,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,1,60.0,319,1,23,1,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,1,60.0,185,1,17,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,1262,0,5,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,595,0,24,0,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,2,120.0,308,1,7,2,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,1,40.0,176,1,12,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,1,60.0,608,1,10,1,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,0,0.0,1065,0,9,0,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Parceiro,2,80.0,201,1,9,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,1,40.0,535,1,14,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,2,120.0,208,1,7,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,1,40.0,329,1,20,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,2,120.0,218,1,14,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,1,60.0,278,1,16,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Parceiro,2,80.0,237,1,10,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,1,40.0,672,1,18,1,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,336,1,6,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,0,0.0,1363,0,19,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,2035,0,14,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Cliente Final,1,60.0,197,1,6,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,0,0.0,1208,0,15,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,2,80.0,267,1,12,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,616,1,3,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,3,180.0,277,1,21,3,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,0,0.0,2176,0,13,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,621,1,2,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Parceiro,1,40.0,170,1,3,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Parceiro,2,80.0,534,1,22,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,1,60.0,275,1,3,1,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Parceiro,0,0.0,2074,0,4,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,649,1,15,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,2,120.0,222,1,8,2,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,2,120.0,170,1,4,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,5,300.0,213,1,24,5,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,0,0.0,1298,0,4,0,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,2,140.0,437,2,8,1,1,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,3,180.0,268,1,14,3,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,0,0.0,2031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,2,140.0,258,2,22,1,1,0,0,0,0,0,0,0,0,0,0,DISTRATO
Parceiro,1,40.0,587,1,12,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,0,0.0,1975,0,18,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Parceiro,3,120.0,347,1,9,3,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,0,0.0,1076,0,8,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,1,60.0,279,1,3,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,3,180.0,213,1,6,3,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,2,140.0,219,2,0,1,1,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,618,1,21,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Parceiro,1,40.0,625,1,10,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,2,120.0,176,1,19,2,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Parceiro,1,40.0,308,1,7,1,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,1122,0,2,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,0,0.0,1923,0,22,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,1,60.0,169,1,6,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Cliente Final,5,300.0,194,1,16,5,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,3,120.0,320,1,0,3,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,0,0.0,394,0,8,0,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,234,1,6,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,0,0.0,1232,0,20,0,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,1,40.0,208,1,8,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,3,220.0,144,2,22,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,1,60.0,237,1,8,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,40.0,171,1,7,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,0,0.0,1839,0,6,0,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,3,180.0,600,1,5,3,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,4,240.0,274,1,22,4,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,1,40.0,320,1,17,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,4,160.0,171,1,12,4,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,279,1,13,2,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,0,0.0,1280,0,5,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,0,0.0,1208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,1,60.0,278,1,18,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,0,0.0,1873,0,23,0,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,2,80.0,285,1,14,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,191,1,8,2,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,3,180.0,276,1,1,3,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,4,160.0,236,1,10,4,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,3,180.0,210,1,9,3,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,2,80.0,207,1,7,2,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,3,120.0,185,1,19,3,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,1,60.0,241,1,1,1,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,2,120.0,275,1,6,2,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,2,120.0,194,1,8,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,0,0.0,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Cliente Final,1,60.0,657,1,10,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,1,100.0,232,1,0,0,1,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,0,0.0,396,0,22,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,1,60.0,200,1,3,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,3,120.0,283,1,24,3,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,3,180.0,294,1,11,3,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,1,60.0,199,1,7,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,0,0.0,789,0,9,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Parceiro,1,40.0,293,1,7,1,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,2,120.0,198,1,16,2,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,2,80.0,637,1,21,2,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,0,0.0,1405,0,21,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,2,80.0,260,1,18,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,181,1,22,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,1,40.0,701,1,21,1,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,3,120.0,195,1,11,3,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,3,120.0,190,1,6,3,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,2044,0,24,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,0,0.0,1272,0,12,0,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Parceiro,3,120.0,348,1,3,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,1,60.0,269,1,5,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,5,300.0,253,1,1,5,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Parceiro,0,0.0,828,0,23,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,40.0,325,1,6,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Cliente Final,4,240.0,212,1,16,4,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,3,120.0,198,1,9,3,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,1,40.0,611,1,6,1,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,689,1,4,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,1,60.0,572,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,633,1,7,1,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,1,60.0,302,1,21,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Parceiro,0,0.0,1616,0,19,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,666,0,17,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,1,60.0,187,1,1,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,1,40.0,638,1,7,1,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,4,240.0,551,1,19,4,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,2,120.0,351,1,22,2,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,2,120.0,293,1,21,2,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Parceiro,3,120.0,221,1,8,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,1,60.0,261,1,4,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,2,140.0,431,2,14,1,1,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,4,240.0,259,1,17,4,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,0,0.0,1095,0,3,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,4,160.0,234,1,21,4,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,585,1,11,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,3,180.0,201,1,2,3,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,2,120.0,238,1,16,2,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,705,1,15,1,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,3,180.0,206,1,0,3,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,252,1,17,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,1,40.0,686,1,14,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,356,1,14,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,4,240.0,298,1,13,4,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,2,120.0,343,1,9,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,2,120.0,205,1,13,2,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,0,0.0,1415,0,21,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,0,0.0,1149,0,8,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,0,0.0,1837,0,4,0,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,2,120.0,232,1,9,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Parceiro,2,80.0,329,1,24,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,672,1,5,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,2,80.0,281,1,9,2,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,2,120.0,237,1,17,2,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,4,240.0,238,1,11,4,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,0,0.0,2205,0,4,0,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,0,0.0,699,0,4,0,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Cliente Final,0,0.0,1683,0,7,0,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,2,120.0,303,1,14,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,2281,0,8,0,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,200,1,10,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,2,120.0,575,1,23,2,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Cliente Final,1,60.0,202,1,16,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,2,80.0,565,1,13,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,2,120.0,5,1,20,2,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_PREVIA
Parceiro,2,80.0,245,1,22,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,604,1,1,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,2,80.0,193,1,15,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,215,1,11,2,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,1,60.0,224,1,15,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,2,120.0,304,1,6,2,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,4,240.0,210,1,19,4,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Parceiro,0,0.0,630,0,5,0,0,0,0,0,0,0,0,0,0,0,0,REVISTORIA
Cliente Final,0,0.0,1873,0,19,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,1,60.0,334,1,4,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,0,0.0,977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,0,0.0,980,0,9,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,3,120.0,216,1,9,3,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,0,0.0,2483,0,2,0,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,1,40.0,560,1,0,1,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,1,60.0,600,1,5,1,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Parceiro,2,80.0,265,1,16,2,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Cliente Final,0,0.0,2083,0,2,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,198,1,21,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,668,1,11,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Parceiro,2,80.0,250,1,16,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,561,1,15,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,0,0.0,351,0,20,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Parceiro,0,0.0,996,0,14,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,4,220.0,235,2,2,3,1,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,218,1,6,2,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Cliente Final,2,120.0,573,1,24,2,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Cliente Final,2,120.0,210,1,14,2,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,329,1,8,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,659,1,6,1,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Parceiro,2,80.0,325,1,6,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,1526,0,21,0,0,0,0,0,0,0,0,0,0,0,0,PLACA_REBOQUE
Cliente Final,0,0.0,2116,0,16,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,1,60.0,635,1,15,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,0,0.0,1256,0,5,0,0,0,0,0,0,0,0,0,0,0,0,INMETRO
Cliente Final,2,120.0,247,1,19,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,1,60.0,366,1,10,1,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,10,1,18,1,0,0,0,0,0,0,0,0,0,0,0,CONSULTA_TOTAL
Cliente Final,2,120.0,571,1,21,2,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,1,60.0,350,1,18,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Parceiro,3,300.0,343,1,0,0,3,0,0,0,0,0,0,0,0,0,0,VISTORIA
Parceiro,1,40.0,631,1,5,1,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Parceiro,3,120.0,237,1,8,3,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Parceiro,1,40.0,224,1,10,1,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
Cliente Final,3,180.0,284,1,23,3,0,0,0,0,0,0,0,0,0,0,0,PLACA_MOTO
Cliente Final,2,120.0,291,1,7,2,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,0,0.0,1906,0,16,0,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_APTVE
Cliente Final,1,60.0,730,1,17,1,0,0,0,0,0,0,0,0,0,0,0,DISTRATO
Parceiro,2,80.0,372,1,24,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,1749,0,9,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Parceiro,2,80.0,204,1,11,2,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,0,0.0,2330,0,23,0,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,1,60.0,340,1,15,1,0,0,0,0,0,0,0,0,0,0,0,CADASTRO_DE_MOTOR
Parceiro,3,120.0,239,1,2,3,0,0,0,0,0,0,0,0,0,0,0,TRANSFERENCIA
Cliente Final,2,120.0,286,1,20,2,0,0,0,0,0,0,0,0,0,0,0,DESBLOQUEIOS
Cliente Final,3,180.0,17,1,6,3,0,0,0,0,0,0,0,0,0,0,0,LICENCIAMENTO
Cliente Final,2,120.0,344,1,19,2,0,0,0,0,0,0,0,0,0,0,0,DECLARACOES
Cliente Final,1,60.0,270,1,5,1,0,0,0,0,0,0,0,0,0,0,0,PLACA_CARRO
Cliente Final,1,60.0,685,1,5,1,0,0,0,0,0,0,0,0,0,0,0,LIBERACAO_DO_PATIO
Cliente Final,4,240.0,296,1,6,4,0,0,0,0,0,0,0,0,0,0,0,AUTORIZACAO_DE_ESTAMPAGEM
Cliente Final,1,60.0,288,1,3,1,0,0,0,0,0,0,0,0,0,0,0,VISTORIA
Cliente Final,4,240.0,239,1,5,4,0,0,0,0,0,0,0,0,0,0,0,EMISSAO_CRLV
